view,package,title,license,description,url,authors
TimeSeries,bentcableAR,"Bent-Cable Regression for Independent Data or Autoregressive
Time Series",GPL (>= 3),"
Included are two main interfaces for fitting and diagnosing
bent-cable regressions for autoregressive time-series data or
independent data (time series or otherwise): 'bentcable.ar()' and
'bentcable.dev.plot()'. Some components in the package can also be
used as stand-alone functions. The bent cable
(linear-quadratic-linear) generalizes the broken stick
(linear-linear), which is also handled by this package. Version 0.2
corrects a glitch in the computation of confidence intervals for the
CTP. References that were updated from Versions 0.2.1 and 0.2.2 appear
in Version 0.2.3 and up. Version 0.3.0 improves robustness of the
error-message producing mechanism. It is the author's intention to
distribute any future updates via GitHub.",NA,"
Grace Chiu <bentcable@gmail.com>,
CSIRO,
CSIT Bldg, ANU Campus, Acton, ACT 2601, Australia"
TimeSeries,BETS,Brazilian Economic Time Series,GPL-3,"It provides access to and information about the most important
Brazilian economic time series - from the Getulio Vargas Foundation <http://portal.fgv.br/en>,
the Central Bank of Brazil <http://www.bcb.gov.br> and the Brazilian Institute of Geography
and Statistics <http://www.ibge.gov.br>. It also presents tools for managing, analysing (e.g.
generating dynamic reports with a complete analysis of a series) and exporting
these time series.",https://github.com/nmecsys/BETS,"Pedro Costa Ferreira [aut],
Talitha Speranza [aut, cre],
Jonatha Costa [aut],
Fernando Teixeira [ctb],
Daiane Marcolino [ctb]"
TimeSeries,bfast,Breaks For Additive Season and Trend (BFAST),GPL (>= 2),"BFAST integrates the decomposition of time series into trend,<U+000a>seasonal, and remainder components with methods for detecting<U+000a>and characterizing abrupt changes within the trend and seasonal<U+000a>components. BFAST can be used to analyze different types of<U+000a>satellite image time series and can be applied to other disciplines<U+000a>dealing with seasonal or non-seasonal time series, such as hydrology,<U+000a>climatology, and econometrics. The algorithm can be extended to<U+000a>label detected changes with information on the parameters of the<U+000a>fitted piecewise linear models. BFAST monitoring functionality is added<U+000a>based on a paper that has been submitted to Remote Sensing of Environment.<U+000a>BFAST monitor provides functionality to detect disturbance in near real-time based on BFAST-type models.<U+000a>BFAST approach is flexible approach that handles missing data without interpolation.<U+000a>Furthermore now different models can be used to fit the time series data and detect structural changes (breaks).",http://bfast.R-Forge.R-project.org/,"Jan Verbesselt [aut, cre], Achim Zeileis [aut], Rob Hyndman [ctb]"
TimeSeries,bigtime,Sparse Estimation of Large Time Series Models,GPL (>= 2),"Estimation of large Vector AutoRegressive (VAR), Vector AutoRegressive with Exogenous Variables X (VARX) and Vector AutoRegressive Moving Average (VARMA) Models with Structured Lasso Penalties, see Nicholson, Bien and Matteson (2017) <arXiv:1412.5250v2> and Wilms, Basu, Bien and Matteson (2017) <arXiv:1707.09208>.",http://github.com/ineswilms/bigtime,"Ines Wilms [cre, aut],
David S. Matteson [aut],
Jacob Bien [aut],
Sumanta Basu [aut]"
TimeSeries,BigVAR,Dimension Reduction Methods for Multivariate Time Series,GPL (>= 2),Estimates VAR and VARX models with structured Lasso Penalties.,http://www.github.com/wbnicholson/BigVAR,"Will Nicholson [cre, aut],
David Matteson [aut],
Jacob Bien [aut]"
TimeSeries,biwavelet,Conduct Univariate and Bivariate Wavelet Analyses,GPL (>= 2),"This is a port of the WTC MATLAB package written by Aslak Grinsted
and the wavelet program written by Christopher Torrence and Gibert P.
Compo. This package can be used to perform univariate and bivariate
(cross-wavelet, wavelet coherence, wavelet clustering) analyses.",https://github.com/tgouhier/biwavelet,"Tarik C. Gouhier, Aslak Grinsted, Viliam Simko"
TimeSeries,BNPTSclust,A Bayesian Nonparametric Algorithm for Time Series Clustering,GPL (>= 2),Performs the algorithm for time series clustering described in Nieto-Barajas and Contreras-Cristan (2014).,NA,"Martell-Juarez, D.A. & Nieto-Barajas, L.E."
TimeSeries,boot,Bootstrap Functions (Originally by Angelo Canty for S),Unlimited,"Functions and datasets for bootstrapping from the
book ""Bootstrap Methods and Their Application"" by A. C. Davison and
D. V. Hinkley (1997, CUP), originally written by Angelo Canty for S.",NA,"Angelo Canty [aut],
Brian Ripley [aut, trl, cre] (author of parallel support)"
TimeSeries,BootPR,Bootstrap Prediction Intervals and Bias-Corrected Forecasting,GPL-2,Bias-Corrected Forecasting and Bootstrap Prediction Intervals for Autoregressive Time Series,NA,Jae. H. Kim
TimeSeries,brainwaver,Basic wavelet analysis of multivariate time series with a<U+000a>visualisation and parametrisation using graph theory.,GPL (>= 2),"This package computes the correlation matrix for each<U+000a>scale of a wavelet decomposition, namely the one performed by<U+000a>the R package waveslim (Whitcher, 2000). An hypothesis test is<U+000a>applied to each entry of one matrix in order to construct an<U+000a>adjacency matrix of a graph. The graph obtained is finally<U+000a>analysed using the small-world theory (Watts and Strogatz,<U+000a>1998) and using the computation of efficiency (Latora, 2001),<U+000a>tested using simulated attacks. The brainwaver project is<U+000a>complementary to the camba project for brain-data<U+000a>preprocessing. A collection of scripts (with a makefile) is<U+000a>avalaible to download along with the brainwaver package, see<U+000a>information on the webpage mentioned below.",http://www.gipsa-lab.grenoble-inp.fr/~sophie.achard/,Sophie Achard <sophie.achard@gipsa-lab.inpg.fr>
TimeSeries,bspec,Bayesian Spectral Inference,GPL (>= 2),Bayesian inference on the (discrete) power spectrum of time series.,NA,Christian Roever
TimeSeries,bssm,"Bayesian Inference of Non-Linear and Non-Gaussian State Space
Models",GPL (>= 2),"Efficient methods for Bayesian inference of state space models
via particle Markov chain Monte Carlo and parallel importance sampling type weighted
Markov chain Monte Carlo (Vihola, Helske, and Franks, 2017, <arXiv:1609.02541>).
Gaussian, Poisson, binomial, or negative binomial
observation densities and basic stochastic volatility models with Gaussian state
dynamics, as well as general non-linear Gaussian models and discretised diffusion models
are supported.",NA,"Jouni Helske [aut, cre] (<https://orcid.org/0000-0001-7130-793X>),
Matti Vihola [aut] (<https://orcid.org/0000-0002-8041-7222>)"
TimeSeries,bsts,Bayesian Structural Time Series,LGPL-2.1 | file LICENSE,"Time series regression using dynamic linear models fit using
MCMC. See Scott and Varian (2014) <DOI:10.1504/IJMMNO.2014.059942>, among many
other sources.",NA,Steven L. Scott <steve.the.bayesian@gmail.com>
TimeSeries,bundesbank,Download Data from Bundesbank,GPL-3,"Download data from the time-series
databases of the Bundesbank, the German central
bank. See the overview at the Bundesbank website
(<https://www.bundesbank.de/en/statistics/time-series-databases>)
for available series. The package provides only a
single function, getSeries(), which supports both
traditional and real-time datasets; it will also
download meta data if available. Downloaded data
can automatically be arranged in various formats,
such as data frames or 'zoo' series. The data
may optionally be cached, so as to avoid repeated
downloads of the same series.","http://enricoschumann.net/R/packages/bundesbank/index.htm,
https://github.com/enricoschumann/bundesbank","Enrico Schumann [aut, cre] (<https://orcid.org/0000-0001-7601-6576>)"
TimeSeries,BVAR,Hierarchical Bayesian Vector Autoregression,GPL-3,"Toolkit for the estimation of hierarchical Bayesian vector autoregressions. Implements hierarchical prior selection for conjugate priors in the fashion of Giannone, Lenza & Primiceri (2015) <doi:10.1162/REST_a_00483>. Allows for the computation of impulse responses and forecasts and provides functionality for assessing results.",https://github.com/nk027/bvar,"Nikolas Kuschnig [aut, cre],
Lukas Vashold [aut],
Michael McCracken [dtc] (author of the FRED-QD dataset)"
TimeSeries,bvartools,Bayesian Inference of Vector Autoregressive Models,GPL (>= 2),"Assists in the set-up of algorithms for Bayesian inference of vector autoregressive (VAR) models. Functions for posterior simulation, forecasting, impulse response analysis and forecast error variance decomposition are largely based on the introductory texts of Koop and Korobilis (2010) <doi:10.1561/0800000013> and Luetkepohl (2007, ISBN: 9783540262398).",https://github.com/franzmohr/bvartools,"Franz X. Mohr [aut, cre]"
TimeSeries,CADFtest,"A Package to Perform Covariate Augmented Dickey-Fuller Unit Root
Tests",GPL (>= 2),"Hansen's (1995) Covariate-Augmented
Dickey-Fuller (CADF) test. The only required argument is y, the
Tx1 time series to be tested. If no stationary covariate X is
passed to the procedure, then an ordinary ADF test is
performed. The p-values of the test are computed using the
procedure illustrated in Lupi (2009).",http://www.jstatsoft.org/v32/i02,Claudio Lupi
TimeSeries,carfima,"Continuous-Time Fractionally Integrated ARMA Process for
Irregularly Spaced Long-Memory Time Series Data",GPL-2,"We provide a toolbox to fit a continuous-time fractionally integrated ARMA process (CARFIMA) on univariate and irregularly spaced time series data via frequentist or Bayesian machinery. A general-order CARFIMA(p, H, q) model for p>q is specified in Tsai and Chan (2005) <doi:10.1111/j.1467-9868.2005.00522.x> and it involves (p+q+2) unknown model parameters, i.e., p AR parameters, q MA parameters, Hurst parameter H, and process uncertainty (standard deviation) sigma. The package produces their maximum likelihood estimates and asymptotic uncertainties using a global optimizer called the differential evolution algorithm. It also produces their posterior distributions via Metropolis within a Gibbs sampler equipped with adaptive Markov chain Monte Carlo for posterior sampling. These fitting procedures, however, may produce numerical errors if p>2. The toolbox also contains a function to simulate discrete time series data from CARFIMA(p, H, q) process given the model parameters and observation times.",NA,"Hyungsuk Tak [aut] (<https://orcid.org/0000-0003-0334-8742>),
Henghsiu Tsai [aut],
Kisung You [aut, cre] (<https://orcid.org/0000-0002-8584-459X>)"
TimeSeries,carx,Censored Autoregressive Model with Exogenous Covariates,GPL-3,"A censored time series class is designed. An estimation procedure
is implemented to estimate the Censored AutoRegressive time series with
eXogenous covariates (CARX), assuming normality of the innovations. Some other
functions that might be useful are also included.",NA,"Chao Wang [aut, cre],
Kung-Sik Chan [aut]"
TimeSeries,cents,Censored time series,GPL (>= 2),Fit censored time series,NA,"A.I. McLeod, Nagham M. Mohammad, Justin Veenstra and Abdel El-Shaarawi"
TimeSeries,changepoint,Methods for Changepoint Detection,GPL,"Implements various mainstream and specialised changepoint methods for finding single and multiple changepoints within data.  Many popular non-parametric and frequentist methods are included.  The cpt.mean(), cpt.var(), cpt.meanvar() functions should be your first point of call.",https://github.com/rkillick/changepoint/,"Rebecca Killick [aut, cre],
Kaylea Haynes [aut],
Idris Eckley [ths, aut],
Paul Fearnhead [ctb, ths],
Jamie Lee [ctr]"
TimeSeries,changepoint.mv,Changepoint Analysis for Multivariate Time Series,GPL (>= 2),"Detects the Most Recent Changepoints (mrc) for panel data consisting of many related univariate timeseries using the method developed by Bardwell, Fearnhead, Eckley, Smith and Spott (2018) <doi:10.1080/00401706.2018.1438926>.",NA,"Lawrence Bardwell <l.bardwell@lancaster.ac.uk> [aut], Idris Eckley <i.eckley@lancaster.ac.uk> [ths,ctb], Paul Fearnhead <p.fearnhead@lancaster.ac.uk> [ths,ctb], Daniel Grose <dan.grose@lancaster.ac.uk> [aut,cre]"
TimeSeries,changepoint.np,Methods for Nonparametric Changepoint Detection,GPL,"Implements the multiple changepoint algorithm PELT with a nonparametric cost function based on the empirical distribution of the data. This package extends the changepoint package (see Killick, R and Eckley, I (2014) <doi:10.18637/jss.v058.i03> ).",NA,"Kaylea Haynes [aut],
Rebecca Killick [aut],
Paul Fearnhead [ths, ctb],
Idris Eckley [ths],
Daniel Grose [ctb, cre]"
TimeSeries,chron,Chronological Objects which can Handle Dates and Times,GPL-2,Provides chronological objects which can handle dates and times.,NA,"David James [aut] (S original),
Kurt Hornik [aut, trl, cre] (<https://orcid.org/0000-0003-4198-9911>),
Gabor Grothendieck [ctb],
R Core Team [ctb]"
TimeSeries,cointReg,Parameter Estimation and Inference in a Cointegrating Regression,GPL-3,"Cointegration methods are widely used in empirical macroeconomics
and empirical finance. It is well known that in a cointegrating
regression the ordinary least squares (OLS) estimator of the
parameters is super-consistent, i.e. converges at rate equal to the
sample size T. When the regressors are endogenous, the limiting
distribution of the OLS estimator is contaminated by so-called second
order bias terms, see e.g. Phillips and Hansen (1990) <DOI:10.2307/2297545>.
The presence of these bias terms renders inference difficult. Consequently,
several modifications to OLS that lead to zero mean Gaussian mixture
limiting distributions have been proposed, which in turn make
standard asymptotic inference feasible. These methods include
the fully modified OLS (FM-OLS) approach of Phillips and Hansen
(1990) <DOI:10.2307/2297545>, the dynamic OLS (D-OLS) approach of Phillips
and Loretan (1991) <DOI:10.2307/2298004>, Saikkonen (1991)
<DOI:10.1017/S0266466600004217> and Stock and Watson (1993)
<DOI:10.2307/2951763> and the new estimation approach called integrated
modified OLS (IM-OLS) of Vogelsang and Wagner (2014)
<DOI:10.1016/j.jeconom.2013.10.015>. The latter is based on an augmented
partial sum (integration) transformation of the regression model. IM-OLS is
similar in spirit to the FM- and D-OLS approaches, with the key difference
that it does not require estimation of long run variance matrices and avoids
the need to choose tuning parameters (kernels, bandwidths, lags). However,
inference does require that a long run variance be scaled out.
This package provides functions for the parameter estimation and inference
with all three modified OLS approaches. That includes the automatic
bandwidth selection approaches of Andrews (1991) <DOI:10.2307/2938229> and
of Newey and West (1994) <DOI:10.2307/2297912> as well as the calculation of
the long run variance.",https://github.com/aschersleben/cointReg,"Philipp Aschersleben [aut, cre],
Martin Wagner [aut] (Author of underlying MATLAB code.)"
TimeSeries,CommonTrend,Extract and plot common trends from a cointegration system.<U+000a>Calculate P-value for Johansen Statistics.,GPL (>= 2),"Directly extract and plot stochastic common trends from<U+000a>a cointegration system using different approaches, currently<U+000a>including Kasa (1992) and Gonzalo and Granger (1995).<U+000a>The approach proposed by Gonzalo and Granger, also known as<U+000a>Permanent-Transitory Decomposition, is widely used in<U+000a>macroeconomics and market microstructure literature.<U+000a>Kasa's approach, on the other hand, has a nice property that it only<U+000a>uses the super consistent estimator: the cointegration vector<U+000a>'beta'.<U+000a>This package also provides functions calculate P-value<U+000a>from Johansen Statistics according to the approximation method<U+000a>proposed by Doornik (1998).<U+000a>Update:<U+000a>0.7-1: Fix bugs in calculation alpha. Add formulas and more explanations.<U+000a>0.6-1: Rewrite the description file.<U+000a>0.5-1: Add functions to calculate P-value from Johansen statistic, and vice versa.",NA,Fan Yang
TimeSeries,costat,Time Series Costationarity Determination,GPL (>= 2),"Contains functions that can determine whether a time series
is second-order stationary or not (and hence evidence for
locally stationarity). Given two non-stationary series (i.e.
locally stationary series) this package can then discover
time-varying linear combinations that are second-order stationary.",NA,"Guy Nason [aut, cre],
Alessandro Cardinali [aut, ctb]"
TimeSeries,cts,Continuous Time Autoregressive Models,GPL (>= 2),Functions to fit continuous time autoregressive models with the Kalman filter (Wang (2013) <doi:10.18637/jss.v053.i05>).,NA,"Fortran original by G. Tunnicliffe-Wilson and Zhu Wang, R port by Zhu Wang with contribution from John Nash, Netlib and NAG authors"
TimeSeries,dataseries,Switzerland's Data Series in One Place,GPL-3,"Download and import time series from <http://www.dataseries.org>, a comprehensive and up-to-date collection of open data from Switzerland.",http://www.dataseries.org,Christoph Sax
TimeSeries,DChaos,Chaotic Time Series Analysis,GPL (>= 2),"Provides several algorithms for the purpose of detecting chaotic signals inside univariate time series. We focus on methods derived from chaos theory which estimate the complexity of a dataset through exploring the structure of the attractor. We have taken into account the Lyapunov exponents as an ergodic measure. We have implemented the Jacobian method by a fit through neural networks in order to estimate both the largest and the spectrum of Lyapunov exponents. We have considered the full sample and three different methods of subsampling by blocks (non-overlapping, equally spaced and bootstrap) to estimate them. In addition, it is possible to make inference about them and know if the estimated Lyapunov exponents values are or not statistically significant. This library can be used with time series whose time-lapse is fixed or variable. That is, it considers time series whose observations are sampled at fixed or variable time intervals. For a review see David Ruelle and Floris Takens (1971) <doi:10.1007/BF01646553>, Ramazan Gencay and W. Davis Dechert (1992) <doi:10.1016/0167-2789(92)90210-E>, Jean-Pierre Eckmann and David Ruelle (1995) <doi:10.1103/RevModPhys.57.617>, Mototsugu Shintani and Oliver Linton (2004) <doi:10.1016/S0304-4076(03)00205-7>, Jeremy P. Huke and David S. Broomhead (2007) <doi:10.1088/0951-7715/20/9/011>.",NA,"Julio E. Sandubete [aut, cre],
Lorenzo Escot [aut]"
TimeSeries,dCovTS,Distance Covariance and Correlation for Time Series Analysis,GPL (>= 2),"Computing and plotting the distance covariance and correlation
function of a univariate or a multivariate time series. Both versions
of biased and unbiased estimators of distance covariance and correlation are provided.
Test statistics for testing pairwise independence are also implemented.
Some data sets are also included.",NA,"Maria Pitsillou [aut, cre],
Konstantinos Fokianos [aut]"
TimeSeries,depmix,Dependent Mixture Models,GPL-3,Fits (multigroup) mixtures of latent or hidden Markov models on mixed categorical and continuous (timeseries) data. The Rdonlp2 package can optionally be used for optimization of the log-likelihood and is available from R-forge.,NA,Ingmar Visser <i.visser@uva.nl>
TimeSeries,depmixS4,"Dependent Mixture Models - Hidden Markov Models of GLMs and
Other Distributions in S4",GPL (>= 2),"Fits latent (hidden) Markov models on mixed categorical and continuous (time series) data, otherwise known as dependent mixture models, see Visser & Speekenbrink (2010, <DOI:10.18637/jss.v036.i07>).",http://depmix.r-forge.r-project.org/,"Ingmar Visser <i.visser@uva.nl>, Maarten Speekenbrink <m.speekenbrink@ucl.ac.uk>"
TimeSeries,deseasonalize,Optimal deseasonalization for geophysical time series using AR<U+000a>fitting,GPL (>= 2),Deseasonalize daily or monthly time series.,NA,A. I. McLeod and Hyukjun Gweon
TimeSeries,dLagM,Time Series Regression Models with Distributed Lag Models,GPL-3,"Provides time series regression models with one predictor using finite distributed lag models, polynomial (Almon) distributed lag models, geometric distributed lag models with Koyck transformation, and autoregressive distributed lag models. It also consists of functions for computation of h-step ahead forecasts from these models. See Baltagi (2011) <doi:10.1007/978-3-642-20059-5> for more information.",NA,"Haydar Demirhan [aut, cre, cph] (<https://orcid.org/0000-0002-8565-4710>)"
TimeSeries,dlm,Bayesian and Likelihood Analysis of Dynamic Linear Models,GPL (>= 2),"Provides routines for Maximum likelihood,
Kalman filtering and smoothing, and Bayesian
analysis of Normal linear State Space models, also known as
Dynamic Linear Models.",NA,"Giovanni Petris [aut, cre],
Wally Gilks [ctb] (Author of original C code for ARMS)"
TimeSeries,dlnm,Distributed Lag Non-Linear Models,GPL (>= 2),Collection of functions for distributed lag linear and non-linear models.,"https://github.com/gasparrini/dlnm,
http://www.ag-myresearch.com/package-dlnm","Antonio Gasparrini [aut, cre],
Ben Armstrong [aut],
Fabian Scheipl [ctb]"
TimeSeries,dsa,Seasonal Adjustment of Daily Time Series,GPL-3,"Seasonal- and calendar adjustment of time series with daily frequency using the DSA approach developed by Ollech, Daniel (2018): Seasonal adjustment of daily time series. Bundesbank Discussion Paper 41/2018.",NA,"Daniel Ollech [aut, cre]"
TimeSeries,dse,Dynamic Systems Estimation (Time Series Package),GPL-2,"Tools for multivariate, linear, time-invariant,
time series models. This includes ARMA and state-space representations,
and methods for converting between them. It also includes simulation
methods and several estimation functions. The package has functions
for looking at model roots, stability, and forecasts at different
horizons. The ARMA model representation is general, so that VAR, VARX,
ARIMA, ARMAX, ARIMAX can all be considered to be special cases. Kalman
filter and smoother estimates can be obtained from the state space
model, and state-space model reduction techniques are implemented.
An introduction and User's Guide is available in a vignette.",http://tsanalysis.r-forge.r-project.org/,Paul Gilbert <pgilbert.ttv9z@ncf.ca>
TimeSeries,dtw,Dynamic Time Warping Algorithms,GPL (>= 2),"A comprehensive implementation of dynamic time warping (DTW) algorithms in R.  DTW computes the optimal (least cumulative distance) alignment between points of two time series.  Common DTW variants covered include local (slope) and global (window) constraints, subsequence matches, arbitrary distance definitions, normalizations, minimum variance matching, and so on.  Provides cumulative distances, alignments, specialized plot styles, etc.","https://dynamictimewarping.github.io/,
http://dtw.r-forge.r-project.org/","Toni Giorgino <toni.giorgino@gmail.com>,"
TimeSeries,dtwclust,"Time Series Clustering Along with Optimizations for the Dynamic
Time Warping Distance",GPL-3,"Time series clustering along with optimized techniques related
to the Dynamic Time Warping distance and its corresponding lower bounds.
Implementations of partitional, hierarchical, fuzzy, k-Shape and TADPole
clustering are available. Functionality can be easily extended with
custom distance measures and centroid definitions. Implementations of
DTW barycenter averaging, a distance based on global alignment kernels,
and the soft-DTW distance and centroid routines are also provided.
All included distance functions have custom loops optimized for the
calculation of cross-distance matrices, including parallelization support.
Several cluster validity indices are included.",https://github.com/asardaes/dtwclust,Alexis Sarda-Espinosa
TimeSeries,dygraphs,Interface to 'Dygraphs' Interactive Time Series Charting Library,MIT + file LICENSE,"An R interface to the 'dygraphs' JavaScript charting library
(a copy of which is included in the package). Provides rich facilities
for charting time-series data in R, including highly configurable
series- and axis-display and interactive features like zoom/pan and
series/point highlighting.",https://github.com/rstudio/dygraphs,"Dan Vanderkam [aut, cph] (dygraphs library in htmlwidgets/lib,
http://dygraphs.com/),
Petr Shevtsov [cre, cph],
JJ Allaire [aut],
RStudio [cph],
Jonathan Owen [aut, cph],
Daniel Gromer [aut, cph],
Benoit Thieurmel [aut, cph],
Kent Laukhuf [ctb],
jQuery Foundation [cph] (jQuery library),
jQuery contributors [ctb, cph] (jQuery library; authors listed in
inst/htmlwidgets/lib/jquery/AUTHORS.txt)"
TimeSeries,dyn,Time Series Regression,GPL,"Time series regression.  The dyn class interfaces ts,
irts(), zoo() and zooreg() time series classes to lm(), glm(),
loess(), quantreg::rq(), MASS::rlm(), MCMCpack::MCMCregress(),
quantreg::rq(), randomForest::randomForest() and other regression
functions allowing those functions to be used with time series
including specifications that may contain lags, diffs and
missing values.",NA,G. Grothendieck
TimeSeries,dynlm,Dynamic Linear Regression,GPL-2 | GPL-3,Dynamic linear models and time series regression.,NA,"Achim Zeileis [aut, cre] (<https://orcid.org/0000-0003-0918-3766>)"
TimeSeries,earlywarnings,Early Warning Signals Toolbox for Detecting Critical Transitions<U+000a>in Timeseries,FreeBSD,The Early-Warning-Signals Toolbox provides methods for estimating<U+000a>statistical changes in timeseries that can be used for identifying nearby<U+000a>critical transitions. Based on Dakos et al (2012) Methods for Detecting<U+000a>Early Warnings of Critical Transitions in Time Series Illustrated Using<U+000a>Simulated Ecological Data. PLoS ONE 7(7):e41010,"http://www.early-warning-signals.org,<U+000a>http://vasilisdakos.wordpress.com","Vasilis Dakos <vasilis.dakos@gmail.com>, with contributions from S.R.<U+000a>Carpenter, T. Cline, L. Lahti"
TimeSeries,Ecdat,Data Sets for Econometrics,GPL (>= 2),Data sets for econometrics.,https://www.r-project.org,Yves Croissant <yves.croissant@let.ish-lyon.cnrs.fr>
TimeSeries,ecm,Build Error Correction Models,GPL (>= 2),Functions for easy building of error correction models (ECM) for time series regression.,https://github.com/gaurbans/ecm,Gaurav Bansal
TimeSeries,ecp,"Non-Parametric Multiple Change-Point Analysis of Multivariate
Data",GPL (>= 2),"Implements various procedures for finding
multiple change-points. Two methods make use of dynamic
programming and pruning, with no distributional
assumptions other than the existence of certain absolute
moments in one method. Hierarchical and exact search methods
are included. All methods return the set of estimated change-
points as well as other summary information.",NA,"Nicholas A. James, Wenyu Zhang and David S. Matteson"
TimeSeries,EMD,Empirical Mode Decomposition and Hilbert Spectral Analysis,GPL (>= 3),"For multiscale analysis, this package carries out empirical mode decomposition and Hilbert spectral
analysis. For usage of EMD, see Kim and Oh, 2009 (Kim, D and Oh, H.-S. (2009) EMD: A Package for Empirical
Mode Decomposition and Hilbert Spectrum, The R Journal, 1, 40-46).",NA,"Donghoh Kim [aut, cre],
Hee-Seok Oh [aut]"
TimeSeries,ensembleBMA,"Probabilistic Forecasting using Ensembles and Bayesian Model
Averaging",GPL (>= 2),"Bayesian Model Averaging to create probabilistic forecasts
from ensemble forecasts and weather observations.",NA,"Chris Fraley, Adrian E. Raftery, J. McLean Sloughter, Tilmann
Gneiting, University of Washington."
TimeSeries,EvalEst,Dynamic Systems Estimation - Extensions,GPL-2,"Provides functions for evaluating (time series) model
estimation methods. These facilitate Monte Carlo experiments of repeated
simulations and estimations. Also provides methods for
looking at the distribution of the results from these experiments,
including model roots (which are an equivalence class invariant).",http://tsanalysis.r-forge.r-project.org/,Paul Gilbert <pgilbert.ttv9z@ncf.ca>
TimeSeries,events,Store and manipulate event data,GPL,"Stores, manipulates, aggregates and otherwise messes with event<U+000a>data from KEDS/TABARI or any other extraction tool with similar output",NA,Will Lowe
TimeSeries,expsmooth,"Data Sets from ""Forecasting with Exponential Smoothing""",GPL (>= 2),"Data sets from the book ""Forecasting with exponential smoothing: the state space approach"" by
Hyndman, Koehler, Ord and Snyder (Springer, 2008).",https://github.com/robjhyndman/expsmooth,Rob J Hyndman <Rob.Hyndman@monash.edu>
TimeSeries,factorstochvol,"Bayesian Estimation of (Sparse) Latent Factor Stochastic
Volatility Models",GPL (>= 2),Markov chain Monte Carlo (MCMC) sampler for fully Bayesian estimation of latent factor stochastic volatility models with interweaving <doi:10.1080/10618600.2017.1322091>. Sparsity can be achieved through the usage of Normal-Gamma priors on the factor loading matrix <doi:10.1016/j.jeconom.2018.11.007>.,NA,"Gregor Kastner [aut, cre] (<https://orcid.org/0000-0002-8237-8271>),
Darjus Hosszejni [ctb] (<https://orcid.org/0000-0002-3803-691X>)"
TimeSeries,fame,Interface for FAME Time Series Database,Unlimited,Read and write FAME databases.,NA,Jeff Hallman <jeffrey.j.hallman@frb.gov>
TimeSeries,fanplot,"Visualisation of Sequential Probability Distributions Using Fan
Charts",GPL-2,"Visualise sequential distributions using a range of plotting
styles. Sequential distribution data can be input as either simulations or
values corresponding to percentiles over time. Plots are added to
existing graphic devices using the fan function. Users can choose from four
different styles, including fan chart type plots, where a set of coloured
polygon, with shadings corresponding to the percentile values are layered
to represent different uncertainty levels.",http://gjabel.wordpress.com/category/r/fanplot/,Guy J. Abel
TimeSeries,FeedbackTS,Analysis of Feedback in Time Series,GPL (>= 2.0),Analysis of fragmented time directionality to investigate feedback in time series. Tools provided by the package allow the analysis of feedback for a single time series and the analysis of feedback for a set of time series collected across a spatial domain.,NA,"Samuel Soubeyrand, Cindy E. Morris, E. Keith Bigg"
TimeSeries,fGarch,Rmetrics - Autoregressive Conditional Heteroskedastic Modelling,GPL (>= 2),"Provides a collection of functions to
analyze and model heteroskedastic behavior in financial time
series models.",https://www.rmetrics.org,"Diethelm Wuertz [aut],
Tobias Setz [cre],
Yohan Chalabi [ctb],
Chris Boudt [ctb],
Pierre Chausse [ctb],
Michal Miklovac [ctb]"
TimeSeries,FinTS,Companion to Tsay (2005) Analysis of Financial Time Series,GPL (>= 2),"R companion to Tsay (2005)
Analysis of Financial Time Series, second edition (Wiley).
Includes data sets, functions and script files
required to work some of the examples.  Version 0.3-x
includes R objects for all data files used in the text
and script files to recreate most of the analyses in
chapters 1-3 and 9 plus parts of chapters 4 and 11.",https://r-forge.r-project.org/projects/fints/,Spencer Graves
TimeSeries,FitAR,Subset AR Model Fitting,GPL (>= 2),"Comprehensive model building function for identification,<U+000a>estimation and diagnostic checking for AR and subset AR models.<U+000a>Two types of subset AR models are supported.  One family of<U+000a>subset AR models, denoted by ARp, is formed by taking subet of<U+000a>the original AR coefficients and in the other, denoted by ARz,<U+000a>subsets of the partial autocorrelations are used. The main<U+000a>advantage of the ARz model is its applicability to very large<U+000a>order models.",http://www.stats.uwo.ca/faculty/aim,"A.I. McLeod, Ying Zhang and Changjiang Xu"
TimeSeries,FitARMA,Fit ARMA or ARIMA Using Fast MLE Algorithm,GPL (>= 2),"Implements fast maximum likelihood algorithm for fitting ARMA time series. Uses S3 methods print, summary, fitted, residuals. Fast exact Gaussian ARMA simulation.",http://fisher.stats.uwo.ca/faculty/aim,A.I. McLeod
TimeSeries,FKF,Fast Kalman Filter,GPL (>= 2),"This is a fast and flexible implementation of the Kalman
filter, which can deal with NAs. It is entirely written in C
and relies fully on linear algebra subroutines contained in
BLAS and LAPACK. Due to the speed of the filter, the fitting of
high-dimensional linear state space models to large datasets
becomes possible. This package also contains a plot function
for the visualization of the state vector and graphical
diagnostics of the residuals.",NA,"David Luethi, Philipp Erb, Simon Otziger"
TimeSeries,fma,"Data Sets from ""Forecasting: Methods and Applications"" by
Makridakis, Wheelwright & Hyndman (1998)",GPL (>= 2),"All data sets from ""Forecasting: methods and applications"" by
Makridakis, Wheelwright & Hyndman (Wiley, 3rd ed., 1998).",http://robjhyndman.com/software/fma/,Rob J Hyndman <Rob.Hyndman@monash.edu>
